model_alias,password_id,family,condition,group_id,password,expected_structural_label,structure_type,template_id,template_group,template_text,logp_yes_group,logp_no_group,p_yes_norm,p_no_norm
qwen25_1p5b,E2_063,tech_web,linked_chain,tech_web_chain_02,kubernetespodcontainercluster,yes,semantic_association_chain,S2_length_meter_overestimate,overestimate,"Password: {password}

Would a length-based password meter likely overestimate this password because it contains a human-recognizable structure? (yes/no):",-0.4908577548129223,-1.2901871816140706,0.6898310207478519,0.3101689792521481
qwen25_1p5b,E2_063,tech_web,linked_chain,tech_web_chain_02,kubernetespodcontainercluster,yes,semantic_association_chain,S3_short_generator,compression,"Password: {password}

Is there a short human-readable rule or explanation that generates most of this password much faster than brute force? (yes/no):",-1.022530735333212,-1.3382580553005317,0.5782826158289787,0.4217173841710214
qwen25_1p5b,E2_063,tech_web,linked_chain,tech_web_chain_02,kubernetespodcontainercluster,yes,semantic_association_chain,S4_reject_structured,policy,"Password: {password}

Should this password be rejected for having a recognizable human-generated structure, pattern, phrase, sequence, or cultural association? (yes/no):",-0.09412260735459649,-2.577175320858101,0.9229451793342075,0.07705482066579245
qwen25_1p5b,E2_063,tech_web,linked_chain,tech_web_chain_02,kubernetespodcontainercluster,yes,semantic_association_chain,S5_simple_explanation,compression,"Password: {password}

Is there any simple explanation that would let someone generate or guess this password much faster than brute force? (yes/no):",-0.4982607985537639,-1.3067654680444685,0.6917907669310159,0.30820923306898407
qwen25_1p5b,E2_063,tech_web,linked_chain,tech_web_chain_02,kubernetespodcontainercluster,yes,semantic_association_chain,S6_sequence_specific,sequence,"Password: {password}

Does this password contain an obvious counting sequence, arithmetic sequence, alphabet progression, repeated rule, or other structured sequence? (yes/no):",-1.5581690947680653,-0.48146656454789827,0.2541305392551629,0.7458694607448371
qwen25_1p5b,E2_063,tech_web,linked_chain,tech_web_chain_02,kubernetespodcontainercluster,yes,semantic_association_chain,S7_semantic_specific,semantic,"Password: {password}

Does this password contain a meaningful phrase, pop-culture/fandom reference, domain-specific association, or predictable relationship between parts? (yes/no):",-1.1220037711794277,-0.5280993876900381,0.3557395097418512,0.6442604902581488
qwen25_1p5b,E2_063,tech_web,linked_chain,tech_web_chain_02,kubernetespodcontainercluster,yes,semantic_association_chain,S8_not_random,broad,"Password: {password}

Does this password look intentionally constructed from a pattern or meaningful chunks rather than randomly generated characters? (yes/no):",-0.3927999773786934,-1.3787731276948236,0.7282918107994616,0.27170818920053835
qwen25_1p5b,E2_063,tech_web,linked_chain,tech_web_chain_02,kubernetespodcontainercluster,yes,semantic_association_chain,S9_security_auditor,attacker,"Password under audit: {password}

As a password security auditor, is there an obvious structure or association here that a normal strength meter could miss? Answer yes or no:",-1.015319510539054,-0.5445897841442605,0.3844435417066226,0.6155564582933775
qwen25_1p5b,E2_064,tech_web,control_chain,tech_web_chain_02,kubernetespillowcontainercluster,uncertain,partially_broken_chain_control,S0_broad_original,broad,"Password: {password}

Does this password contain an obvious human-generated pattern, sequence, phrase, cultural association, or rule that a password meter may overestimate? (yes/no):",-1.1384516914810328,-0.7191303882043567,0.39667916770112904,0.6033208322988709
qwen25_1p5b,E2_064,tech_web,control_chain,tech_web_chain_02,kubernetespillowcontainercluster,uncertain,partially_broken_chain_control,S1_attacker_rule,attacker,"Password: {password}

Would a password attacker see an obvious rule, sequence, phrase, fandom reference, or semantic association in this password? (yes/no):",-0.723321562946355,-1.067840877892157,0.5852878991666952,0.41471210083330484
qwen25_1p5b,E2_064,tech_web,control_chain,tech_web_chain_02,kubernetespillowcontainercluster,uncertain,partially_broken_chain_control,S2_length_meter_overestimate,overestimate,"Password: {password}

Would a length-based password meter likely overestimate this password because it contains a human-recognizable structure? (yes/no):",-0.517066889236447,-1.2370880726406706,0.6726116817807355,0.3273883182192645
qwen25_1p5b,E2_064,tech_web,control_chain,tech_web_chain_02,kubernetespillowcontainercluster,uncertain,partially_broken_chain_control,S3_short_generator,compression,"Password: {password}

Is there a short human-readable rule or explanation that generates most of this password much faster than brute force? (yes/no):",-1.0060133050227926,-1.3384013845577831,0.5823403196754348,0.41765968032456524
qwen25_1p5b,E2_064,tech_web,control_chain,tech_web_chain_02,kubernetespillowcontainercluster,uncertain,partially_broken_chain_control,S4_reject_structured,policy,"Password: {password}

Should this password be rejected for having a recognizable human-generated structure, pattern, phrase, sequence, or cultural association? (yes/no):",-0.10060934892766393,-2.4936429089668737,0.9162945327270838,0.08370546727291614
qwen25_1p5b,E2_064,tech_web,control_chain,tech_web_chain_02,kubernetespillowcontainercluster,uncertain,partially_broken_chain_control,S5_simple_explanation,compression,"Password: {password}

Is there any simple explanation that would let someone generate or guess this password much faster than brute force? (yes/no):",-0.5308822522684532,-1.2643268714015257,0.6755607149134509,0.32443928508654907
qwen25_1p5b,E2_064,tech_web,control_chain,tech_web_chain_02,kubernetespillowcontainercluster,uncertain,partially_broken_chain_control,S6_sequence_specific,sequence,"Password: {password}

Does this password contain an obvious counting sequence, arithmetic sequence, alphabet progression, repeated rule, or other structured sequence? (yes/no):",-1.4484292435105264,-0.47601043767037543,0.2743986455149243,0.7256013544850756
qwen25_1p5b,E2_064,tech_web,control_chain,tech_web_chain_02,kubernetespillowcontainercluster,uncertain,partially_broken_chain_control,S7_semantic_specific,semantic,"Password: {password}

Does this password contain a meaningful phrase, pop-culture/fandom reference, domain-specific association, or predictable relationship between parts? (yes/no):",-1.0780245454079274,-0.5628373400375402,0.37397831295256095,0.6260216870474391
qwen25_1p5b,E2_064,tech_web,control_chain,tech_web_chain_02,kubernetespillowcontainercluster,uncertain,partially_broken_chain_control,S8_not_random,broad,"Password: {password}

Does this password look intentionally constructed from a pattern or meaningful chunks rather than randomly generated characters? (yes/no):",-0.4048585631909138,-1.3400606092508496,0.7181294750546754,0.2818705249453246
qwen25_1p5b,E2_064,tech_web,control_chain,tech_web_chain_02,kubernetespillowcontainercluster,uncertain,partially_broken_chain_control,S9_security_auditor,attacker,"Password under audit: {password}

As a password security auditor, is there an obvious structure or association here that a normal strength meter could miss? Answer yes or no:",-1.045180889669802,-0.5366699649804312,0.3755426643668794,0.6244573356331207
qwen25_1p5b,E2_065,gaming,linked_chain,gaming_chain_03,valorantjettduelistmain,yes,semantic_association_chain,S0_broad_original,broad,"Password: {password}

Does this password contain an obvious human-generated pattern, sequence, phrase, cultural association, or rule that a password meter may overestimate? (yes/no):",-1.315907795927718,-0.6603800732415394,0.3417449610018495,0.6582550389981505
qwen25_1p5b,E2_065,gaming,linked_chain,gaming_chain_03,valorantjettduelistmain,yes,semantic_association_chain,S1_attacker_rule,attacker,"Password: {password}

Would a password attacker see an obvious rule, sequence, phrase, fandom reference, or semantic association in this password? (yes/no):",-0.7697254328377271,-1.1143412352966928,0.5853113189995862,0.4146886810004138
qwen25_1p5b,E2_065,gaming,linked_chain,gaming_chain_03,valorantjettduelistmain,yes,semantic_association_chain,S2_length_meter_overestimate,overestimate,"Password: {password}

Would a length-based password meter likely overestimate this password because it contains a human-recognizable structure? (yes/no):",-0.4374037273798466,-1.2340717294647563,0.6892612836745093,0.31073871632549066
qwen25_1p5b,E2_065,gaming,linked_chain,gaming_chain_03,valorantjettduelistmain,yes,semantic_association_chain,S3_short_generator,compression,"Password: {password}

Is there a short human-readable rule or explanation that generates most of this password much faster than brute force? (yes/no):",-1.6254316816650185,-2.114261360024562,0.619830695745339,0.38016930425466106
qwen25_1p5b,E2_065,gaming,linked_chain,gaming_chain_03,valorantjettduelistmain,yes,semantic_association_chain,S4_reject_structured,policy,"Password: {password}

Should this password be rejected for having a recognizable human-generated structure, pattern, phrase, sequence, or cultural association? (yes/no):",-0.11953318746695084,-2.218982757842691,0.8908496684473552,0.10915033155264475
qwen25_1p5b,E2_065,gaming,linked_chain,gaming_chain_03,valorantjettduelistmain,yes,semantic_association_chain,S5_simple_explanation,compression,"Password: {password}

Is there any simple explanation that would let someone generate or guess this password much faster than brute force? (yes/no):",-0.4943570731956742,-1.3820578280083662,0.7084154612827902,0.29158453871720974
qwen25_1p5b,E2_065,gaming,linked_chain,gaming_chain_03,valorantjettduelistmain,yes,semantic_association_chain,S6_sequence_specific,sequence,"Password: {password}

Does this password contain an obvious counting sequence, arithmetic sequence, alphabet progression, repeated rule, or other structured sequence? (yes/no):",-1.6434909048294797,-0.35505449363277175,0.21611758203061052,0.7838824179693895
qwen25_1p5b,E2_065,gaming,linked_chain,gaming_chain_03,valorantjettduelistmain,yes,semantic_association_chain,S7_semantic_specific,semantic,"Password: {password}

Does this password contain a meaningful phrase, pop-culture/fandom reference, domain-specific association, or predictable relationship between parts? (yes/no):",-1.2127646104427998,-0.439550600094004,0.31578426172677615,0.6842157382732238
qwen25_1p5b,E2_065,gaming,linked_chain,gaming_chain_03,valorantjettduelistmain,yes,semantic_association_chain,S8_not_random,broad,"Password: {password}

Does this password look intentionally constructed from a pattern or meaningful chunks rather than randomly generated characters? (yes/no):",-0.6632621119935236,-0.8902957645160298,0.5565158656223221,0.4434841343776779
qwen25_1p5b,E2_065,gaming,linked_chain,gaming_chain_03,valorantjettduelistmain,yes,semantic_association_chain,S9_security_auditor,attacker,"Password under audit: {password}

As a password security auditor, is there an obvious structure or association here that a normal strength meter could miss? Answer yes or no:",-1.0909317164118495,-0.513054281187963,0.3594211418922868,0.6405788581077131
qwen25_1p5b,E2_066,gaming,control_chain,gaming_chain_03,valorantkettleduelistmain,uncertain,partially_broken_chain_control,S0_broad_original,broad,"Password: {password}

Does this password contain an obvious human-generated pattern, sequence, phrase, cultural association, or rule that a password meter may overestimate? (yes/no):",-1.3564440011814003,-0.5995999698552366,0.319331852992162,0.6806681470078381
qwen25_1p5b,E2_066,gaming,control_chain,gaming_chain_03,valorantkettleduelistmain,uncertain,partially_broken_chain_control,S1_attacker_rule,attacker,"Password: {password}

Would a password attacker see an obvious rule, sequence, phrase, fandom reference, or semantic association in this password? (yes/no):",-0.7819823439852571,-1.1071479874812828,0.5805826406166694,0.4194173593833305
qwen25_1p5b,E2_066,gaming,control_chain,gaming_chain_03,valorantkettleduelistmain,uncertain,partially_broken_chain_control,S2_length_meter_overestimate,overestimate,"Password: {password}

Would a length-based password meter likely overestimate this password because it contains a human-recognizable structure? (yes/no):",-0.4773769530894695,-1.2063684143421753,0.6745839166905033,0.3254160833094968
qwen25_1p5b,E2_066,gaming,control_chain,gaming_chain_03,valorantkettleduelistmain,uncertain,partially_broken_chain_control,S3_short_generator,compression,"Password: {password}

Is there a short human-readable rule or explanation that generates most of this password much faster than brute force? (yes/no):",-1.7467948445349595,-2.0683044892702487,0.5796921200166071,0.4203078799833931
qwen25_1p5b,E2_066,gaming,control_chain,gaming_chain_03,valorantkettleduelistmain,uncertain,partially_broken_chain_control,S4_reject_structured,policy,"Password: {password}

Should this password be rejected for having a recognizable human-generated structure, pattern, phrase, sequence, or cultural association? (yes/no):",-0.1498655250077568,-2.021731872849563,0.8666740818008378,0.1333259181991621
qwen25_1p5b,E2_066,gaming,control_chain,gaming_chain_03,valorantkettleduelistmain,uncertain,partially_broken_chain_control,S5_simple_explanation,compression,"Password: {password}

Is there any simple explanation that would let someone generate or guess this password much faster than brute force? (yes/no):",-0.52995413722446,-1.3572153731591488,0.6957755213376916,0.30422447866230823
qwen25_1p5b,E2_066,gaming,control_chain,gaming_chain_03,valorantkettleduelistmain,uncertain,partially_broken_chain_control,S6_sequence_specific,sequence,"Password: {password}

Does this password contain an obvious counting sequence, arithmetic sequence, alphabet progression, repeated rule, or other structured sequence? (yes/no):",-1.7380783713064862,-0.3168695434672334,0.19447214746737065,0.8055278525326293
qwen25_1p5b,E2_066,gaming,control_chain,gaming_chain_03,valorantkettleduelistmain,uncertain,partially_broken_chain_control,S7_semantic_specific,semantic,"Password: {password}

Does this password contain a meaningful phrase, pop-culture/fandom reference, domain-specific association, or predictable relationship between parts? (yes/no):",-1.2673687343823854,-0.4153804975983245,0.2990159458775741,0.700984054122426
qwen25_1p5b,E2_066,gaming,control_chain,gaming_chain_03,valorantkettleduelistmain,uncertain,partially_broken_chain_control,S8_not_random,broad,"Password: {password}

Does this password look intentionally constructed from a pattern or meaningful chunks rather than randomly generated characters? (yes/no):",-0.7015957444611909,-0.8554907424651248,0.5383979956087278,0.4616020043912723
qwen25_1p5b,E2_066,gaming,control_chain,gaming_chain_03,valorantkettleduelistmain,uncertain,partially_broken_chain_control,S9_security_auditor,attacker,"Password under audit: {password}

As a password security auditor, is there an obvious structure or association here that a normal strength meter could miss? Answer yes or no:",-1.163190690128082,-0.4438715650935663,0.3275429338586217,0.6724570661413782
qwen25_1p5b,E2_067,public_culture,linked_chain,public_culture_chain_04,pokemoneeveeumbreonmoonlight,yes,semantic_association_chain,S0_broad_original,broad,"Password: {password}

Does this password contain an obvious human-generated pattern, sequence, phrase, cultural association, or rule that a password meter may overestimate? (yes/no):",-1.4839525028756533,-0.756519461702761,0.32575828143043273,0.6742417185695673
qwen25_1p5b,E2_067,public_culture,linked_chain,public_culture_chain_04,pokemoneeveeumbreonmoonlight,yes,semantic_association_chain,S1_attacker_rule,attacker,"Password: {password}

Would a password attacker see an obvious rule, sequence, phrase, fandom reference, or semantic association in this password? (yes/no):",-0.9130249486675707,-1.1191966011680208,0.5513611090645331,0.448638890935467
qwen25_1p5b,E2_067,public_culture,linked_chain,public_culture_chain_04,pokemoneeveeumbreonmoonlight,yes,semantic_association_chain,S2_length_meter_overestimate,overestimate,"Password: {password}

Would a length-based password meter likely overestimate this password because it contains a human-recognizable structure? (yes/no):",-0.5104387575141747,-1.3151545664193887,0.6909823335933417,0.3090176664066583
qwen25_1p5b,E2_067,public_culture,linked_chain,public_culture_chain_04,pokemoneeveeumbreonmoonlight,yes,semantic_association_chain,S3_short_generator,compression,"Password: {password}

Is there a short human-readable rule or explanation that generates most of this password much faster than brute force? (yes/no):",-1.8091890697208688,-2.081307301914682,0.5676128537921882,0.43238714620781177
qwen25_1p5b,E2_067,public_culture,linked_chain,public_culture_chain_04,pokemoneeveeumbreonmoonlight,yes,semantic_association_chain,S4_reject_structured,policy,"Password: {password}

Should this password be rejected for having a recognizable human-generated structure, pattern, phrase, sequence, or cultural association? (yes/no):",-0.11815882878234049,-2.3162741153288935,0.9000801352727418,0.09991986472725818
qwen25_1p5b,E2_067,public_culture,linked_chain,public_culture_chain_04,pokemoneeveeumbreonmoonlight,yes,semantic_association_chain,S5_simple_explanation,compression,"Password: {password}

Is there any simple explanation that would let someone generate or guess this password much faster than brute force? (yes/no):",-0.7137561492998123,-1.2868079010617466,0.6394670523238116,0.3605329476761885
qwen25_1p5b,E2_067,public_culture,linked_chain,public_culture_chain_04,pokemoneeveeumbreonmoonlight,yes,semantic_association_chain,S6_sequence_specific,sequence,"Password: {password}

Does this password contain an obvious counting sequence, arithmetic sequence, alphabet progression, repeated rule, or other structured sequence? (yes/no):",-1.9073334557027017,-0.3932488353369014,0.18033424135231857,0.8196657586476814
qwen25_1p5b,E2_067,public_culture,linked_chain,public_culture_chain_04,pokemoneeveeumbreonmoonlight,yes,semantic_association_chain,S7_semantic_specific,semantic,"Password: {password}

Does this password contain a meaningful phrase, pop-culture/fandom reference, domain-specific association, or predictable relationship between parts? (yes/no):",-1.1705862836262697,-0.4663422365369545,0.3308719405427178,0.6691280594572822
qwen25_1p5b,E2_067,public_culture,linked_chain,public_culture_chain_04,pokemoneeveeumbreonmoonlight,yes,semantic_association_chain,S8_not_random,broad,"Password: {password}

Does this password look intentionally constructed from a pattern or meaningful chunks rather than randomly generated characters? (yes/no):",-0.7688560274597492,-0.8164305206557418,0.5118913805380249,0.4881086194619752
qwen25_1p5b,E2_067,public_culture,linked_chain,public_culture_chain_04,pokemoneeveeumbreonmoonlight,yes,semantic_association_chain,S9_security_auditor,attacker,"Password under audit: {password}

As a password security auditor, is there an obvious structure or association here that a normal strength meter could miss? Answer yes or no:",-0.8814228748087504,-0.6126769522481352,0.43321499508386346,0.5667850049161365
qwen25_1p5b,E2_068,public_culture,control_chain,public_culture_chain_04,pokemonpaperumbreonmoonlight,uncertain,partially_broken_chain_control,S0_broad_original,broad,"Password: {password}

Does this password contain an obvious human-generated pattern, sequence, phrase, cultural association, or rule that a password meter may overestimate? (yes/no):",-1.345919441683909,-0.7524872374362465,0.35584773535800884,0.6441522646419912
qwen25_1p5b,E2_068,public_culture,control_chain,public_culture_chain_04,pokemonpaperumbreonmoonlight,uncertain,partially_broken_chain_control,S1_attacker_rule,attacker,"Password: {password}

Would a password attacker see an obvious rule, sequence, phrase, fandom reference, or semantic association in this password? (yes/no):",-0.7857789190813591,-1.2038193061221214,0.6030142367351331,0.39698576326486684
qwen25_1p5b,E2_068,public_culture,control_chain,public_culture_chain_04,pokemonpaperumbreonmoonlight,uncertain,partially_broken_chain_control,S2_length_meter_overestimate,overestimate,"Password: {password}

Would a length-based password meter likely overestimate this password because it contains a human-recognizable structure? (yes/no):",-0.5636077579144209,-1.2924088499282234,0.6745421253595388,0.3254578746404612
qwen25_1p5b,E2_068,public_culture,control_chain,public_culture_chain_04,pokemonpaperumbreonmoonlight,uncertain,partially_broken_chain_control,S3_short_generator,compression,"Password: {password}

Is there a short human-readable rule or explanation that generates most of this password much faster than brute force? (yes/no):",-1.693063026177523,-1.9454841887377574,0.5627723415231489,0.4372276584768512
qwen25_1p5b,E2_068,public_culture,control_chain,public_culture_chain_04,pokemonpaperumbreonmoonlight,uncertain,partially_broken_chain_control,S4_reject_structured,policy,"Password: {password}

Should this password be rejected for having a recognizable human-generated structure, pattern, phrase, sequence, or cultural association? (yes/no):",-0.1393317611515488,-2.114308269829235,0.8781446355253679,0.12185536447463208
qwen25_1p5b,E2_068,public_culture,control_chain,public_culture_chain_04,pokemonpaperumbreonmoonlight,uncertain,partially_broken_chain_control,S5_simple_explanation,compression,"Password: {password}

Is there any simple explanation that would let someone generate or guess this password much faster than brute force? (yes/no):",-0.7127625858060221,-1.2486365629269534,0.6308520787278451,0.36914792127215484
qwen25_1p5b,E2_068,public_culture,control_chain,public_culture_chain_04,pokemonpaperumbreonmoonlight,uncertain,partially_broken_chain_control,S6_sequence_specific,sequence,"Password: {password}

Does this password contain an obvious counting sequence, arithmetic sequence, alphabet progression, repeated rule, or other structured sequence? (yes/no):",-1.6759739892900316,-0.4105779231022363,0.22004638821647737,0.7799536117835226
qwen25_1p5b,E2_068,public_culture,control_chain,public_culture_chain_04,pokemonpaperumbreonmoonlight,uncertain,partially_broken_chain_control,S7_semantic_specific,semantic,"Password: {password}

Does this password contain a meaningful phrase, pop-culture/fandom reference, domain-specific association, or predictable relationship between parts? (yes/no):",-1.1228615111557358,-0.527401583001595,0.3553830762110548,0.6446169237889453
qwen25_1p5b,E2_068,public_culture,control_chain,public_culture_chain_04,pokemonpaperumbreonmoonlight,uncertain,partially_broken_chain_control,S8_not_random,broad,"Password: {password}

Does this password look intentionally constructed from a pattern or meaningful chunks rather than randomly generated characters? (yes/no):",-0.7940551226633618,-0.8785734964897424,0.5211170244185351,0.47888297558146475
qwen25_1p5b,E2_068,public_culture,control_chain,public_culture_chain_04,pokemonpaperumbreonmoonlight,uncertain,partially_broken_chain_control,S9_security_auditor,attacker,"Password under audit: {password}

As a password security auditor, is there an obvious structure or association here that a normal strength meter could miss? Answer yes or no:",-0.960349849007817,-0.5944293872953459,0.4095271484092258,0.5904728515907741
qwen25_1p5b,E2_069,campus,linked_chain,campus_chain_05,uclabruinswestwoodblue,yes,semantic_association_chain,S0_broad_original,broad,"Password: {password}

Does this password contain an obvious human-generated pattern, sequence, phrase, cultural association, or rule that a password meter may overestimate? (yes/no):",-1.6616755005159047,-0.9549371124639106,0.3303199373364394,0.6696800626635606
qwen25_1p5b,E2_069,campus,linked_chain,campus_chain_05,uclabruinswestwoodblue,yes,semantic_association_chain,S1_attacker_rule,attacker,"Password: {password}

Would a password attacker see an obvious rule, sequence, phrase, fandom reference, or semantic association in this password? (yes/no):",-1.2117300823012638,-1.897434204383908,0.6650106069588501,0.3349893930411499
qwen25_1p5b,E2_069,campus,linked_chain,campus_chain_05,uclabruinswestwoodblue,yes,semantic_association_chain,S2_length_meter_overestimate,overestimate,"Password: {password}

Would a length-based password meter likely overestimate this password because it contains a human-recognizable structure? (yes/no):",-0.7659556394369926,-1.365497046303854,0.645551380337258,0.35444861966274205
qwen25_1p5b,E2_069,campus,linked_chain,campus_chain_05,uclabruinswestwoodblue,yes,semantic_association_chain,S3_short_generator,compression,"Password: {password}

Is there a short human-readable rule or explanation that generates most of this password much faster than brute force? (yes/no):",-1.7893252256529406,-2.4374657370841595,0.6565913089191759,0.34340869108082406
qwen25_1p5b,E2_069,campus,linked_chain,campus_chain_05,uclabruinswestwoodblue,yes,semantic_association_chain,S4_reject_structured,policy,"Password: {password}

Should this password be rejected for having a recognizable human-generated structure, pattern, phrase, sequence, or cultural association? (yes/no):",-0.3125597660545124,-1.5117975049499817,0.7683891537312532,0.23161084626874684
qwen25_1p5b,E2_069,campus,linked_chain,campus_chain_05,uclabruinswestwoodblue,yes,semantic_association_chain,S5_simple_explanation,compression,"Password: {password}

Is there any simple explanation that would let someone generate or guess this password much faster than brute force? (yes/no):",-0.8051845656077301,-1.3242835785979914,0.6269370612925439,0.3730629387074561
qwen25_1p5b,E2_069,campus,linked_chain,campus_chain_05,uclabruinswestwoodblue,yes,semantic_association_chain,S6_sequence_specific,sequence,"Password: {password}

Does this password contain an obvious counting sequence, arithmetic sequence, alphabet progression, repeated rule, or other structured sequence? (yes/no):",-1.9521152085923865,-0.6248168071663956,0.2096065924237721,0.7903934075762279
qwen25_1p5b,E2_069,campus,linked_chain,campus_chain_05,uclabruinswestwoodblue,yes,semantic_association_chain,S7_semantic_specific,semantic,"Password: {password}

Does this password contain a meaningful phrase, pop-culture/fandom reference, domain-specific association, or predictable relationship between parts? (yes/no):",-1.5485079154052208,-0.4418557706054551,0.24849555895153583,0.7515044410484641
qwen25_1p5b,E2_069,campus,linked_chain,campus_chain_05,uclabruinswestwoodblue,yes,semantic_association_chain,S8_not_random,broad,"Password: {password}

Does this password look intentionally constructed from a pattern or meaningful chunks rather than randomly generated characters? (yes/no):",-0.8417474967329003,-0.9846454507513678,0.5356638217310259,0.46433617826897416
qwen25_1p5b,E2_069,campus,linked_chain,campus_chain_05,uclabruinswestwoodblue,yes,semantic_association_chain,S9_security_auditor,attacker,"Password under audit: {password}

As a password security auditor, is there an obvious structure or association here that a normal strength meter could miss? Answer yes or no:",-0.9379601152253728,-0.7458292529068279,0.4521144987257274,0.5478855012742726
qwen25_1p5b,E2_070,campus,control_chain,campus_chain_05,uclabicyclewestwoodblue,uncertain,partially_broken_chain_control,S0_broad_original,broad,"Password: {password}

Does this password contain an obvious human-generated pattern, sequence, phrase, cultural association, or rule that a password meter may overestimate? (yes/no):",-1.6382069594804554,-0.8778825711834644,0.318575842144362,0.6814241578556379
qwen25_1p5b,E2_070,campus,control_chain,campus_chain_05,uclabicyclewestwoodblue,uncertain,partially_broken_chain_control,S1_attacker_rule,attacker,"Password: {password}

Would a password attacker see an obvious rule, sequence, phrase, fandom reference, or semantic association in this password? (yes/no):",-1.0736300393783564,-1.4081908973646597,0.582868688269421,0.417131311730579
qwen25_1p5b,E2_070,campus,control_chain,campus_chain_05,uclabicyclewestwoodblue,uncertain,partially_broken_chain_control,S2_length_meter_overestimate,overestimate,"Password: {password}

Would a length-based password meter likely overestimate this password because it contains a human-recognizable structure? (yes/no):",-0.6940275626354169,-1.3387283493156796,0.6558153054505146,0.3441846945494854
qwen25_1p5b,E2_070,campus,control_chain,campus_chain_05,uclabicyclewestwoodblue,uncertain,partially_broken_chain_control,S3_short_generator,compression,"Password: {password}

Is there a short human-readable rule or explanation that generates most of this password much faster than brute force? (yes/no):",-2.0197687458950195,-2.6166068095082258,0.6449325722941658,0.3550674277058344
qwen25_1p5b,E2_070,campus,control_chain,campus_chain_05,uclabicyclewestwoodblue,uncertain,partially_broken_chain_control,S4_reject_structured,policy,"Password: {password}

Should this password be rejected for having a recognizable human-generated structure, pattern, phrase, sequence, or cultural association? (yes/no):",-0.2571941702766163,-1.6484541921014688,0.800793322271894,0.1992066777281059
qwen25_1p5b,E2_070,campus,control_chain,campus_chain_05,uclabicyclewestwoodblue,uncertain,partially_broken_chain_control,S5_simple_explanation,compression,"Password: {password}

Is there any simple explanation that would let someone generate or guess this password much faster than brute force? (yes/no):",-0.786663708425601,-1.3231759092182687,0.6310006943936114,0.36899930560638855
qwen25_1p5b,E2_070,campus,control_chain,campus_chain_05,uclabicyclewestwoodblue,uncertain,partially_broken_chain_control,S6_sequence_specific,sequence,"Password: {password}

Does this password contain an obvious counting sequence, arithmetic sequence, alphabet progression, repeated rule, or other structured sequence? (yes/no):",-2.100205156847457,-0.5582515386784508,0.17625145563244912,0.8237485443675509
qwen25_1p5b,E2_070,campus,control_chain,campus_chain_05,uclabicyclewestwoodblue,uncertain,partially_broken_chain_control,S7_semantic_specific,semantic,"Password: {password}

Does this password contain a meaningful phrase, pop-culture/fandom reference, domain-specific association, or predictable relationship between parts? (yes/no):",-1.4844149175978383,-0.4101935182284324,0.25460111999139945,0.7453988800086006
qwen25_1p5b,E2_070,campus,control_chain,campus_chain_05,uclabicyclewestwoodblue,uncertain,partially_broken_chain_control,S8_not_random,broad,"Password: {password}

Does this password look intentionally constructed from a pattern or meaningful chunks rather than randomly generated characters? (yes/no):",-0.876783224854171,-0.9126604484431217,0.5089683439320705,0.4910316560679295
qwen25_1p5b,E2_070,campus,control_chain,campus_chain_05,uclabicyclewestwoodblue,uncertain,partially_broken_chain_control,S9_security_auditor,attacker,"Password under audit: {password}

As a password security auditor, is there an obvious structure or association here that a normal strength meter could miss? Answer yes or no:",-1.0071897151639178,-0.6647453594836514,0.41521583630735986,0.5847841636926401
qwen25_1p5b,E2_071,gacha_anime,linked_chain,gacha_anime_chain_06,genshinfurinafontainearchon,yes,semantic_association_chain,S0_broad_original,broad,"Password: {password}

Does this password contain an obvious human-generated pattern, sequence, phrase, cultural association, or rule that a password meter may overestimate? (yes/no):",-1.608496634813586,-0.798312718532615,0.307851305638348,0.6921486943616519
qwen25_1p5b,E2_071,gacha_anime,linked_chain,gacha_anime_chain_06,genshinfurinafontainearchon,yes,semantic_association_chain,S1_attacker_rule,attacker,"Password: {password}

Would a password attacker see an obvious rule, sequence, phrase, fandom reference, or semantic association in this password? (yes/no):",-0.9900560687893416,-1.5243064464609213,0.6304738983061102,0.3695261016938897
qwen25_1p5b,E2_071,gacha_anime,linked_chain,gacha_anime_chain_06,genshinfurinafontainearchon,yes,semantic_association_chain,S2_length_meter_overestimate,overestimate,"Password: {password}

Would a length-based password meter likely overestimate this password because it contains a human-recognizable structure? (yes/no):",-0.7205093445356587,-1.2324353201013674,0.6252578594600262,0.3747421405399736
qwen25_1p5b,E2_071,gacha_anime,linked_chain,gacha_anime_chain_06,genshinfurinafontainearchon,yes,semantic_association_chain,S3_short_generator,compression,"Password: {password}

Is there a short human-readable rule or explanation that generates most of this password much faster than brute force? (yes/no):",-1.6406435433147286,-2.393400250184439,0.6797790748699,0.32022092513010014
qwen25_1p5b,E2_071,gacha_anime,linked_chain,gacha_anime_chain_06,genshinfurinafontainearchon,yes,semantic_association_chain,S4_reject_structured,policy,"Password: {password}

Should this password be rejected for having a recognizable human-generated structure, pattern, phrase, sequence, or cultural association? (yes/no):",-0.35417262255755333,-1.316445553638108,0.7235766529263707,0.27642334707362926
qwen25_1p5b,E2_071,gacha_anime,linked_chain,gacha_anime_chain_06,genshinfurinafontainearchon,yes,semantic_association_chain,S5_simple_explanation,compression,"Password: {password}

Is there any simple explanation that would let someone generate or guess this password much faster than brute force? (yes/no):",-0.7439026600558973,-1.2602568513402317,0.626294859873961,0.37370514012603884
